JobCode,Job_Function,Band,Level,Band_Level,SalaryOrgCount,SalaryIncCount,Salary25th,SalaryAvg,Salary50th,Salary75th,Salary_PerfIncentiveOrgCount,Salary_PerfIncentiveIncCount,Salary_PerfIncentive25th,Salary_PerfIncentiveAvg,Salary_PerfIncentive50th,Salary_PerfIncentive75th,PerfIncentive_PctofSalary_OrgCount,PerfIncentive_PctofSalary_IncumbentCount,PerfIncentive_PctOfSalary25th,PerfIncentive_PctOfSalaryAvg,PerfIncentive_PctOfSalary50th,PerfIncentive_PctOfSalary75th,,,,
ADO-O1,ADO,O,1,O1,17,264,23018.17,31172.99,31235.34,31530.90,,,,,,,,,,,,,,,,
ADO-O2,ADO,O,2,O2,17,166,30646.06,34193.26,33806.87,37164.77,5,40,31524.68,35637.81,35420.42,39276.93,5,40,3.44370%,4.28270%,4.34690%,6.04590%,,,,
ADO-O3,ADO,O,3,O3,18,201,33803.06,40430.07,40624.14,41655.66,5,43,34489.77,42822.56,41931.85,44057.41,5,43,3.79250%,4.49620%,4.47010%,6.33780%,,,,
ADO-O4,ADO,O,4,O4,15,178,39176.54,44168.93,44363.27,50326.93,,,,,,,,,,,,,,,,
ADO-O5,ADO,O,5,O5,10,145,42632.1126,50981.7346,51185.66,60931.9278,,,,,,,,,,,,,,,,
ADO-P1,ADO,P,1,P1,17,166,46575.36,60627.50,58644.98,64375.00,10,80,48590.89,63836.21,62431.81,67992.81,10,80,4.38090%,5.06750%,5.15870%,6.11390%,,,,
ADO-P2,ADO,P,2,P2,17,221,70000.21,76876.69,77476.32,85525.42,11,119,74704.33,82759.21,83065.42,95088.56,11,119,5.60620%,6.84020%,6.96130%,9.63990%,,,,
ADO-P3,ADO,P,3,P3,19,257,78754.38,90183.21,91003.88,109089.45,14,193,82978.49,96224.88,95358.86,117325.76,14,193,5.79040%,7.30650%,7.41680%,8.09050%,,,,
ADO-P4,ADO,P,4,P4,19,267,102156.96,121763.11,118633.79,125980.92,16,192,113069.70,136786.46,135733.21,143239.39,16,192,10.43400%,11.88650%,12.06360%,13.80140%,,,,
ADO-P5,ADO,P,5,P5,15,168,124702.74,145764.24,148256.81,204782.67,13,122,131454.38,173831.40,170372.15,238498.73,13,122,11.97219%,15.28041%,15.30176%,17.78950%,,,,
ADO-T1,ADO,T,1,T1,17,162,42924.97,49931.67,50455.95,57363.45,9,71,44283.34,51668.81,50056.74,60112.69,10,64,3.40965%,3.80721%,4.44990%,5.07698%,,,,
ADO-T2,ADO,T,2,T2,13,171,55112.03,60630.20,60054.22,61685.99,11,109,57545.20,63689.55,61848.93,66223.73,9,105,4.55055%,5.39555%,5.90875%,7.77940%,,,,
ADO-T3,ADO,T,3,T3,18,205,54765.57,67499.41,65616.18,87823.43,14,167,58037.46,72233.84,70131.84,93455.43,13,183,4.74523%,6.14988%,5.76953%,5.94895%,,,,
ADO-T4,ADO,T,4,T4,18,225,72143.09,87036.02,87070.84,95646.35,16,171,78174.43,95342.42,93349.76,106846.45,14,170,8.19377%,9.02776%,9.14972%,11.15510%,,,,
ADO-T5,ADO,T,5,T5,12,163,98797.38,114237.86,110753.61,132291.71,12,106,108348.23,126597.03,128698.54,149725.58,12,115,10.02240%,11.27580%,12.93899%,13.12557%,,,,
ADP-A1,ADP,A,1,A1,24,320,28217.09,32959.62,33292.51,36166.41,5,53,29124.52,34172.31,33177.89,37551.96,5,57,3.11736%,3.93845%,3.79750%,3.98196%,,,,
ADP-A2,ADP,A,2,A2,25,222,36304.95,40729.11,40004.13,41604.44,7,62,37575.46,42420.42,43247.62,43796.40,6,55,3.64271%,4.57637%,4.68836%,5.81007%,,,,
ADP-A3,ADP,A,3,A3,25,253,38413.59,45135.73,44404.53,49298.29,7,73,39880.16,47113.79,46082.00,52386.70,8,63,3.78567%,4.86132%,4.94060%,6.33571%,,,,
ADP-A4,ADP,A,4,A4,20,231,44723.14,49778.21,50340.70,59045.70,6,58,46622.07,52361.94,52199.62,62232.50,7,55,4.12673%,5.12641%,5.20499%,5.58945%,,,,
ADP-A5,ADP,A,5,A5,15,193,49681.09,50686.47,51735.68,63882.83,5,49,51665.01,53773.65,54881.39,68309.39,6,46,4.20481%,6.07859%,5.13727%,6.59986%,,,,
ADP-L1,ADP,L,1,L1,20,201,69746.26,88083.99,85696.92,89421.04,16,131,74056.03,94913.03,94258.13,96666.73,16,131,6.33427%,7.44600%,7.37525%,8.51156%,,,,
ADP-L2,ADP,L,2,L2,23,302,85211.78,97799.11,99530.15,113256.31,20,215,91749.85,107113.64,109063.10,126730.33,20,215,7.00920%,8.78784%,8.95132%,12.32762%,,,,
ADP-L3,ADP,L,3,L3,26,360,101776.20,137222.60,135424.98,143452.86,24,296,112850.65,154531.81,153867.32,164757.11,24,296,10.35375%,11.88308%,11.91176%,15.68796%,,,,
ADP-L4,ADP,L,4,L4,25,288,135071.26,160059.68,160459.83,169669.82,23,268,154297.18,188969.15,191690.31,204976.06,23,268,15.13923%,18.20000%,17.31000%,22.67000%,,,,
ADP-L5,ADP,L,5,L5,12,32,180513.43,187970.15,182218.27,230155.51,11,31,209513.49,227424.70,226378.54,294215.41,11,31,15.65974%,21.61000%,20.53000%,29.09000%,,,,
ADP-O1,ADP,O,1,O1,24,315,22526.60,25694.34,25879.34,28158.04,5,55,22842.50,26093.28,25863.66,29301.39,5,55,2.62940%,3.14480%,3.19760%,3.50460%,,,,
ADP-O2,ADP,O,2,O2,24,206,26918.62,29606.71,29050.11,31611.15,6,53,27926.68,30377.96,30982.48,32997.50,6,53,3.02420%,3.74980%,3.80790%,4.72210%,,,,
ADP-O3,ADP,O,3,O3,25,261,28531.59,33995.18,33213.29,37200.44,7,64,29566.59,34876.71,35256.86,38746.89,7,64,3.21430%,3.96480%,3.97110%,5.27910%,,,,
ADP-O4,ADP,O,4,O4,21,212,32754.00,37747.52,36977.47,41756.88,6,55,34225.46,39815.00,39404.91,43824.59,6,55,3.41300%,4.16470%,4.23590%,4.51870%,,,,
ADP-O5,ADP,O,5,O5,15,146,37112.1529,46053.9386,44640.08,51389.2086,5,35,43656.36,53716.61,54248.41,59503.42,5,40,4.06522%,4.62240%,5.00302%,5.39894%,,,,
ADP-P1,ADP,P,1,P1,24,205,43931.52,52613.28,52318.65,56368.69,14,106,45529.51,54803.57,54732.32,59225.51,14,106,3.64840%,4.59440%,4.64450%,5.12550%,,,,
ADP-P2,ADP,P,2,P2,24,279,57109.35,63152.57,61624.28,81943.97,15,150,60762.15,67594.54,68946.43,88395.49,15,150,5.11910%,6.18770%,6.18520%,7.47850%,,,,
ADP-P3,ADP,P,3,P3,26,370,66245.16,78130.35,77224.04,85092.02,20,249,69542.84,82878.74,83732.39,91611.40,20,249,5.27720%,6.36190%,6.32120%,8.00330%,,,,
ADP-P4,ADP,P,4,P4,27,327,90271.85,101110.17,101302.28,119857.93,23,257,98420.37,111815.58,113179.73,136688.31,23,257,8.69200%,10.18750%,10.26900%,13.53310%,,,,
ADP-P5,ADP,P,5,P5,21,261,106439.55,124175.09,123169.27,155831.94,18,220,116829.26,148823.78,146130.07,181125.06,18,220,11.68907%,13.38652%,13.59672%,16.10398%,,,,
ADP-T1,ADP,T,1,T1,24,196,33916.15,48102.93,46770.48,49896.53,11,98,34841.29,49670.16,48458.20,51841.97,14,96,2.74834%,3.53447%,4.13825%,3.95432%,,,,
ADP-T2,ADP,T,2,T2,21,255,42711.71,49598.47,50089.49,58467.91,14,127,44262.44,52186.37,52833.48,61913.60,14,137,3.94683%,4.99781%,4.56530%,5.89979%,,,,
ADP-T3,ADP,T,3,T3,21,286,48929.32,67412.39,65497.87,66140.83,20,206,51415.09,71753.35,72399.13,70965.74,19,208,4.10936%,5.63537%,5.23964%,6.39944%,,,,
ADP-T4,ADP,T,4,T4,22,308,68339.36,74423.20,73224.99,83522.16,22,251,73273.42,80723.94,80126.58,92740.00,23,219,6.67793%,7.82594%,7.62071%,10.95871%,,,,
ADP-T5,ADP,T,5,T5,17,234,84128.91,98341.78,96266.77,124795.06,18,170,92263.31,110553.13,108154.13,141831.82,14,206,9.79228%,11.72845%,9.81298%,13.51451%,,,,
ADQ-A1,ADQ,A,1,A1,58,713,26499.44,37220.09,37141.93,38592.87,13,161,27282.40,38492.96,37188.05,40492.78,12,136,3.06592%,3.61657%,3.84627%,4.96916%,,,,
ADQ-A2,ADQ,A,2,A2,55,536,37571.54,40283.73,39691.56,46189.61,15,128,38893.55,42014.01,42740.85,49173.26,16,138,3.82419%,4.72991%,4.51732%,6.40068%,,,,
ADQ-A3,ADQ,A,3,A3,55,735,37095.40,48596.14,49320.22,54077.97,15,163,38466.69,51089.77,51268.59,57482.56,17,177,3.85550%,4.95590%,4.80770%,6.61037%,,,,
ADQ-A4,ADQ,A,4,A4,49,628,47904.94,53347.94,54233.52,56200.28,15,198,49886.20,55982.02,56967.30,59612.45,14,183,4.46876%,5.00004%,5.08536%,6.13276%,,,,
ADQ-A5,ADQ,A,5,A5,44,531,55612.07,56450.62,55660.31,57129.18,12,165,58491.57,59318.98,57290.27,60823.84,12,141,5.06538%,5.55685%,5.19846%,6.42290%,,,,
ADQ-L1,ADQ,L,1,L1,47,491,73765.43,83940.16,84729.20,98155.65,37,331,78823.41,90367.40,87394.32,107719.22,37,331,6.68483%,7.62582%,7.62047%,10.19880%,,,,
ADQ-L2,ADQ,L,2,L2,53,663,91872.73,104454.66,104632.23,115892.23,47,545,98165.45,113366.44,115407.04,126929.03,47,545,7.02125%,8.81289%,8.72560%,9.85101%,,,,
ADQ-L3,ADQ,L,3,L3,61,647,99119.56,137861.61,139350.52,132104.00,56,563,110441.44,154733.17,155955.57,151611.58,56,563,10.53838%,12.17944%,12.40888%,14.34956%,,,,
ADQ-L4,ADQ,L,4,L4,57,584,139256.31,143238.02,140258.67,172373.90,52,491,160205.78,169719.58,171501.64,217156.51,52,491,15.24042%,18.00000%,17.90000%,26.80000%,,,,
ADQ-L5,ADQ,L,5,L5,27,57,180336.77,176743.29,173809.36,201692.08,26,43,213144.56,213900.45,214863.01,250930.41,26,43,18.94066%,21.58000%,22.54000%,25.73000%,,,,
ADQ-O1,ADQ,O,1,O1,54,696,21339.00,27703.63,27398.89,29371.28,12,136,21943.08,28653.16,28527.08,30675.70,12,136,2.47180%,3.09590%,3.06620%,4.32590%,,,,
ADQ-O2,ADQ,O,2,O2,56,496,28010.72,30052.66,30470.39,34666.80,15,124,28510.70,30799.90,30442.62,36032.42,15,124,3.15020%,3.80830%,3.84410%,5.16980%,,,,
ADQ-O3,ADQ,O,3,O3,58,625,28003.62,36597.98,36674.83,40316.31,16,170,29255.72,38053.86,37894.03,42036.67,16,170,3.35430%,4.20280%,4.18680%,5.67170%,,,,
ADQ-O4,ADQ,O,4,O4,49,621,33513.77,40986.55,41498.88,42322.28,14,171,35250.93,43141.31,43835.89,44362.46,14,171,3.61240%,4.34760%,4.33110%,4.93630%,,,,
ADQ-O5,ADQ,O,5,O5,38,446,37588.0185,47898.9546,48923.99,46675.284,10,116,44068.99,56765.82,55885.95,55801.01,9,109,4.19364%,5.01365%,4.81099%,5.70439%,,,,
ADQ-P1,ADQ,P,1,P1,56,475,44034.96,54264.50,52864.48,59038.36,33,231,45575.26,56949.21,56237.35,62467.64,33,231,3.82160%,4.71860%,4.74030%,5.71990%,,,,
ADQ-P2,ADQ,P,2,P2,55,693,59490.85,65802.49,64045.56,80186.71,34,375,63152.62,70587.74,69091.28,87187.11,34,375,4.92040%,6.22200%,6.28730%,7.58400%,,,,
ADQ-P3,ADQ,P,3,P3,60,751,73445.98,82806.12,80355.06,94249.80,46,546,77600.44,88463.92,89932.42,102293.03,46,546,5.53310%,6.74690%,6.82650%,9.04020%,,,,
ADQ-P4,ADQ,P,4,P4,62,811,92501.30,102764.11,104069.21,120517.33,52,535,100301.84,112676.92,109274.07,136775.91,52,535,8.87860%,10.58740%,10.73140%,13.14110%,,,,
ADQ-P5,ADQ,P,5,P5,49,553,128315.27,133487.43,132486.27,172856.96,41,479,140878.39,147358.79,146622.00,196422.69,41,479,11.66589%,13.73592%,13.69061%,16.52976%,,,,
ADQ-T1,ADQ,T,1,T1,49,402,40086.76,41820.42,41117.84,54576.20,27,197,41222.19,43415.68,44114.67,57048.47,30,186,3.05384%,3.94758%,3.96621%,4.81959%,,,,
ADQ-T2,ADQ,T,2,T2,46,665,42470.42,48212.67,47937.86,59295.45,28,322,44243.05,50359.77,51377.04,63013.68,27,287,4.09919%,4.86125%,5.11472%,6.67165%,,,,
ADQ-T3,ADQ,T,3,T3,53,675,53236.04,60675.79,60997.37,80952.53,37,478,56139.40,64444.55,62569.21,87210.85,41,420,4.43423%,5.01497%,5.83461%,7.36957%,,,,
ADQ-T4,ADQ,T,4,T4,61,633,66049.81,83933.97,82305.65,89152.22,41,417,71182.67,90073.58,88920.64,97876.56,43,480,7.05455%,7.43679%,8.78733%,9.30630%,,,,
ADQ-T5,ADQ,T,5,T5,42,502,88653.32,94306.63,96183.33,129196.12,40,443,97554.02,106171.52,105109.80,149007.34,38,376,9.34197%,11.94417%,11.54434%,13.96438%,,,,
ADR-A1,ADR,A,1,A1,,,,,,,,,,,,,,,,,,,,,,
ADR-A2,ADR,A,2,A2,,,,,,,,,,,,,,,,,,,,,,
ADR-A3,ADR,A,3,A3,,,,,,,,,,,,,,,,,,,,,,
ADR-A4,ADR,A,4,A4,,,,,,,,,,,,,,,,,,,,,,
ADR-A5,ADR,A,5,A5,,,,,,,,,,,,,,,,,,,,,,
ADR-L1,ADR,L,1,L1,,,,,,,,,,,,,,,,,,,,,,
ADR-L2,ADR,L,2,L2,,,,,,,,,,,,,,,,,,,,,,
ADR-L3,ADR,L,3,L3,,,,,,,,,,,,,,,,,,,,,,
ADR-L4,ADR,L,4,L4,,,,,,,,,,,,,,,,,,,,,,
ADR-L5,ADR,L,5,L5,,,,,,,,,,,,,,,,,,,,,,
ADR-O1,ADR,O,1,O1,,,,,,,,,,,,,,,,,,,,,,
ADR-O2,ADR,O,2,O2,,,,,,,,,,,,,,,,,,,,,,
ADR-O3,ADR,O,3,O3,,,,,,,,,,,,,,,,,,,,,,
ADR-O4,ADR,O,4,O4,,,,,,,,,,,,,,,,,,,,,,
ADR-O5,ADR,O,5,O5,,,,,,,,,,,,,,,,,,,,,,
ADR-P1,ADR,P,1,P1,,,,,,,,,,,,,,,,,,,,,,
ADR-P2,ADR,P,2,P2,,,,,,,,,,,,,,,,,,,,,,
ADR-P3,ADR,P,3,P3,,,,,,,,,,,,,,,,,,,,,,
ADR-P4,ADR,P,4,P4,,,,,,,,,,,,,,,,,,,,,,
ADR-P5,ADR,P,5,P5,,,,,,,,,,,,,,,,,,,,,,
ADR-T1,ADR,T,1,T1,,,,,,,,,,,,,,,,,,,,,,
ADR-T2,ADR,T,2,T2,,,,,,,,,,,,,,,,,,,,,,
ADR-T3,ADR,T,3,T3,,,,,,,,,,,,,,,,,,,,,,
ADR-T4,ADR,T,4,T4,,,,,,,,,,,,,,,,,,,,,,
ADR-T5,ADR,T,5,T5,,,,,,,,,,,,,,,,,,,,,,
ADS-A1,ADS,A,1,A1,16,233,24359.74,33315.75,33019.24,34893.82,,,,,,,,,,,,,,,,
ADS-A2,ADS,A,2,A2,18,185,32566.40,39487.38,38231.68,37244.00,,,,,,,,,,,,,,,,
ADS-A3,ADS,A,3,A3,16,204,32738.95,43348.04,43465.08,47025.94,,,,,,,,,,,,,,,,
ADS-A4,ADS,A,4,A4,13,156,41512.44,46482.59,45325.17,55253.04,,,,,,,,,,,,,,,,
ADS-A5,ADS,A,5,A5,10,139,48768.90,55824.28,55578.66,61839.86,,,,,,,,,,,,,,,,
ADS-L1,ADS,L,1,L1,13,177,62904.76,76079.75,75691.74,81975.14,10,143,66324.14,81293.10,82618.18,87905.67,10,143,5.25284%,6.72584%,6.78569%,7.37889%,,,,
ADS-L2,ADS,L,2,L2,15,200,82189.75,92969.58,91528.55,111604.04,13,154,87303.90,100072.64,100933.26,122155.31,13,154,6.37987%,7.83863%,7.78375%,8.96738%,,,,
ADS-L3,ADS,L,3,L3,17,208,93182.82,115613.78,117428.91,120917.59,15,161,102127.22,128749.93,128762.81,137383.24,15,161,9.56077%,10.49688%,10.76456%,12.54272%,,,,
ADS-L4,ADS,L,4,L4,16,202,115454.34,148789.67,144087.92,147031.65,14,159,129714.93,172309.87,170207.69,179894.22,14,159,12.04576%,15.74000%,15.29000%,21.52000%,,,,
ADS-L5,ADS,L,5,L5,7,19,149753.56,170239.47,172707.95,183028.03,7,15,169833.18,198852.27,193363.95,227392.16,7,15,14.63005%,18.65000%,19.47000%,25.27000%,,,,
ADS-O1,ADS,O,1,O1,15,220,20286.33,24721.82,24222.44,26157.27,,,,,,,,,,,,,,,,
ADS-O2,ADS,O,2,O2,15,156,23598.21,28228.52,28276.51,29301.46,,,,,,,,,,,,,,,,
ADS-O3,ADS,O,3,O3,16,206,25034.47,32042.26,30952.83,34635.96,,,,,,,,,,,,,,,,
ADS-O4,ADS,O,4,O4,13,132,29463.61,34415.12,34504.60,38794.39,,,,,,,,,,,,,,,,
ADS-O5,ADS,O,5,O5,9,88,32829.0971,38615.5394,38808.62,46055.891,,,,,,,,,,,,,,,,
ADS-P1,ADS,P,1,P1,15,155,40476.02,50707.02,51492.98,53055.37,9,72,41785.40,52578.56,53446.11,55852.26,9,72,3.43450%,4.03730%,4.11680%,5.45040%,,,,
ADS-P2,ADS,P,2,P2,15,170,51501.48,59553.52,60720.77,73071.40,9,108,54314.52,63595.81,64040.98,79224.03,9,108,4.41030%,5.55180%,5.63620%,7.23460%,,,,
ADS-P3,ADS,P,3,P3,16,227,62571.68,68527.44,67663.99,73736.26,13,146,65352.04,72270.40,72133.08,78879.89,13,146,4.54250%,5.75370%,5.69560%,6.98270%,,,,
ADS-P4,ADS,P,4,P4,17,223,77098.06,96222.37,97348.17,105450.35,14,143,83153.85,104964.62,105017.10,117368.63,14,143,7.64370%,9.21260%,9.21260%,10.80730%,,,,
ADS-P5,ADS,P,5,P5,13,140,97827.99,129977.90,128704.12,147185.52,11,108,106364.78,147134.22,144574.09,175460.25,11,108,10.42135%,12.06877%,12.29927%,16.88060%,,,,
ADS-T1,ADS,T,1,T1,14,141,30758.14,41330.87,40004.15,43711.88,8,61,31539.64,42467.60,42501.58,45884.96,9,70,2.81869%,2.96499%,3.48199%,4.82469%,,,,
ADS-T2,ADS,T,2,T2,13,144,37939.01,48905.98,49292.34,59306.38,7,103,39118.28,51147.65,50160.50,62690.73,7,96,3.42063%,4.43977%,4.56025%,5.80287%,,,,
ADS-T3,ADS,T,3,T3,15,201,49490.19,55471.79,55432.96,62179.74,11,122,51703.46,58636.13,56707.00,66419.87,12,129,3.60856%,4.85958%,4.37536%,6.13500%,,,,
ADS-T4,ADS,T,4,T4,17,201,64989.04,71171.02,71590.93,87582.89,13,120,68701.16,76220.69,76952.41,95179.34,14,114,5.33007%,7.42266%,7.07007%,7.80163%,,,,
ADS-T5,ADS,T,5,T5,10,118,83335.78,87265.96,86279.85,96656.47,9,104,90256.19,95886.78,93863.57,110765.41,9,102,8.62176%,9.99300%,10.06545%,14.35695%,,,,
ADT-A1,ADT,A,1,A1,32,525,26097.05,32239.89,31991.64,36164.42,7,83,26838.16,33283.02,32820.38,37776.39,7,79,2.85783%,3.33525%,3.47669%,4.42109%,,,,
ADT-A2,ADT,A,2,A2,33,319,31973.46,34102.72,33771.92,37852.65,10,86,33066.70,35409.01,34516.71,39967.78,10,84,3.40187%,4.24899%,4.18242%,5.56276%,,,,
ADT-A3,ADT,A,3,A3,38,497,35923.45,43867.78,42994.82,47373.84,11,127,37159.01,45805.48,46281.86,49819.78,10,117,3.58199%,4.61271%,4.22665%,5.72465%,,,,
ADT-A4,ADT,A,4,A4,29,344,39093.14,49830.74,50358.94,54842.34,9,85,40585.16,52019.77,51556.79,57378.98,10,88,4.10605%,4.50973%,4.77363%,5.04948%,,,,
ADT-A5,ADT,A,5,A5,24,295,45391.85,54842.83,54853.80,64613.37,7,76,47361.98,57611.97,58245.70,67524.42,8,73,4.73210%,4.81842%,5.16827%,4.98929%,,,,
ADT-L1,ADT,L,1,L1,28,345,64441.78,74246.03,75485.93,80481.80,22,247,68111.90,79519.50,78334.66,87689.32,22,247,5.70063%,6.90481%,6.89926%,8.40592%,,,,
ADT-L2,ADT,L,2,L2,32,363,84704.71,89165.38,88773.05,108430.66,28,287,90954.32,96927.03,95366.51,118168.22,28,287,6.95404%,7.95201%,7.98298%,8.86088%,,,,
ADT-L3,ADT,L,3,L3,37,471,97629.04,113736.78,114009.75,134253.79,34,408,107735.66,126955.23,123844.83,153425.84,34,408,9.59435%,11.57716%,11.19476%,14.76064%,,,,
ADT-L4,ADT,L,4,L4,34,321,123556.75,139572.68,135399.46,171028.58,31,226,140783.49,161663.24,163231.37,205875.20,31,226,13.39196%,16.80000%,16.98000%,22.12000%,,,,
ADT-L5,ADT,L,5,L5,16,42,145960.55,163430.62,159181.43,198796.07,15,31,169546.05,194439.66,188762.03,245563.09,15,31,16.43493%,19.75000%,20.65000%,23.35000%,,,,
ADT-O1,ADT,O,1,O1,33,459,19630.33,25192.22,24680.82,26419.24,7,76,20017.12,25952.88,26484.92,27244.57,7,76,2.30900%,2.81520%,2.80060%,3.62340%,,,,
ADT-O2,ADT,O,2,O2,34,335,24568.41,26451.80,26930.58,28437.69,9,77,25673.62,27822.95,27116.24,29594.06,9,77,2.82100%,3.39390%,3.44550%,4.69340%,,,,
ADT-O3,ADT,O,3,O3,35,468,27908.66,31675.70,31282.92,34458.70,10,121,28526.68,32607.25,32721.38,35908.95,10,121,3.04410%,3.68180%,3.71570%,4.77090%,,,,
ADT-O4,ADT,O,4,O4,29,302,29545.12,36633.89,36263.88,38475.99,9,81,30382.87,38086.35,37553.14,40325.09,9,81,3.26850%,3.84170%,3.90660%,4.31270%,,,,
ADT-O5,ADT,O,5,O5,23,255,33167.5642,42338.9541,42258.51,45902.3107,6,53,38828.70,48742.91,47690.06,53238.80,7,67,3.89540%,4.47673%,4.32812%,4.94408%,,,,
ADT-P1,ADT,P,1,P1,34,335,40812.22,50045.08,49589.67,52480.81,20,201,42200.13,51944.44,52692.44,55256.61,20,201,3.38380%,4.11860%,4.10050%,5.58520%,,,,
ADT-P2,ADT,P,2,P2,33,479,56101.22,61776.14,59799.31,75499.95,21,305,59506.86,65562.29,64310.06,81796.27,21,305,4.80970%,5.62740%,5.71120%,7.95150%,,,,
ADT-P3,ADT,P,3,P3,36,539,59561.06,71497.26,70574.94,89201.09,28,413,62352.13,75940.47,77071.98,96032.40,28,413,5.07260%,5.97550%,5.98030%,7.94020%,,,,
ADT-P4,ADT,P,4,P4,37,499,82686.42,101014.73,98024.69,103601.68,31,339,88847.86,109589.38,108318.14,115096.20,31,339,7.39170%,9.37440%,9.36320%,11.99450%,,,,
ADT-P5,ADT,P,5,P5,29,302,106498.82,132428.51,134004.41,167500.30,25,246,115946.85,149577.31,145419.06,188250.47,25,246,10.30677%,12.54631%,12.62538%,15.02298%,,,,
ADT-T1,ADT,T,1,T1,30,281,31748.82,41910.46,40736.97,46916.87,16,193,32678.24,43163.76,42684.64,49196.56,16,192,2.92360%,3.19727%,3.31854%,4.88537%,,,,
ADT-T2,ADT,T,2,T2,26,435,45674.27,49570.49,50611.47,63105.53,20,269,47361.12,51925.83,50430.36,67664.25,18,279,3.61689%,4.66793%,4.96703%,6.93212%,,,,
ADT-T3,ADT,T,3,T3,35,521,44325.72,61383.91,62445.85,69774.78,23,351,46788.41,64715.79,63110.84,75340.84,22,357,4.35939%,4.72722%,4.64012%,7.07154%,,,,
ADT-T4,ADT,T,4,T4,33,383,61354.48,71011.89,70756.25,84686.61,28,282,64809.74,76979.23,78541.91,92444.44,28,274,5.56507%,7.57162%,7.60770%,8.57024%,,,,
ADT-T5,ADT,T,5,T5,27,268,76975.28,86109.61,87160.15,121936.45,24,217,83647.54,96004.07,94496.80,135207.56,23,195,8.90361%,10.81853%,10.82347%,11.09616%,,,,
ADU-A1,ADU,A,1,A1,17,314,26680.31,35442.10,35215.27,41376.98,,,,,,,,,,,,,,,,
ADU-A2,ADU,A,2,A2,18,187,38626.93,42456.45,42312.10,50309.54,5,50,40018.59,44391.29,45301.32,52901.05,5,48,3.84385%,4.55724%,4.84140%,5.19530%,,,,
ADU-A3,ADU,A,3,A3,21,245,39631.86,46137.51,45570.02,58012.57,6,54,41172.19,48297.08,48852.50,62574.38,5,56,4.30314%,5.18180%,5.50739%,7.60344%,,,,
ADU-A4,ADU,A,4,A4,18,174,49484.34,59162.96,58695.58,65619.40,5,41,51587.30,61986.24,60517.16,70048.44,6,39,4.14568%,5.22389%,5.22376%,7.03522%,,,,
ADU-A5,ADU,A,5,A5,13,133,58933.50,65834.30,65149.62,69246.09,,,,,,,,,,,,,,,,
ADU-L1,ADU,L,1,L1,15,151,80283.62,94137.02,92932.07,96719.50,12,116,86045.42,102305.34,101711.97,107789.95,12,116,7.01178%,8.20095%,8.12629%,10.69735%,,,,
ADU-L2,ADU,L,2,L2,17,195,101196.82,104752.84,105653.72,127638.60,15,148,110007.86,115137.59,112097.95,141224.55,15,148,7.94780%,9.25886%,9.39127%,11.16618%,,,,
ADU-L3,ADU,L,3,L3,20,266,111476.04,130819.90,127523.24,153084.65,18,220,124242.39,148136.65,147099.70,183319.83,18,220,11.39608%,13.12588%,13.15456%,18.94792%,,,,
ADU-L4,ADU,L,4,L4,19,180,149533.27,177868.31,178562.00,178489.54,17,144,173376.86,211856.32,209758.94,221235.71,17,144,16.20132%,18.71000%,18.44000%,25.34000%,,,,
ADU-L5,ADU,L,5,L5,9,19,183645.16,206592.34,209567.27,217112.42,8,15,222141.56,255614.23,248329.22,274629.83,8,15,20.31239%,24.00000%,22.93000%,27.45000%,,,,
ADU-O1,ADU,O,1,O1,18,296,22171.26,28579.79,27951.03,31867.03,,,,,,,,,,,,,,,,
ADU-O2,ADU,O,2,O2,18,182,27818.04,32921.84,31973.69,36226.27,5,47,28658.55,34037.27,33165.92,37641.25,5,47,3.23360%,3.98270%,4.01260%,4.35270%,,,,
ADU-O3,ADU,O,3,O3,19,235,30339.92,36002.68,35268.23,42831.99,5,51,31389.12,37346.77,36330.94,45786.79,5,51,3.61940%,4.45130%,4.47090%,6.26700%,,,,
ADU-O4,ADU,O,4,O4,16,161,37356.72,41828.59,40929.28,46598.45,5,37,38003.61,43756.66,43839.79,48409.58,5,37,3.62220%,4.48630%,4.47730%,5.85780%,,,,
ADU-O5,ADU,O,5,O5,12,138,42349.0945,47033.1121,46638.03,55751.1235,,,,,,,,,,,,,,,,
ADU-P1,ADU,P,1,P1,18,190,46676.75,59229.08,59388.99,61942.97,11,93,48753.85,61969.57,59986.55,65804.95,11,93,4.33720%,4.97040%,4.96150%,6.10710%,,,,
ADU-P2,ADU,P,2,P2,18,191,65181.61,69985.99,70223.95,81601.65,11,108,69508.56,74947.45,72953.85,89833.39,11,108,5.46510%,6.71390%,6.64880%,9.58070%,,,,
ADU-P3,ADU,P,3,P3,20,292,69014.77,90025.31,87189.51,95570.80,15,223,73267.65,96502.72,93472.53,102803.82,15,223,5.98280%,7.19870%,7.14610%,7.86310%,,,,
ADU-P4,ADU,P,4,P4,20,280,95918.51,111381.91,107984.76,133415.75,17,230,105250.45,122706.23,121025.16,152730.56,17,230,9.55700%,11.27800%,11.18440%,15.27610%,,,,
ADU-P5,ADU,P,5,P5,16,172,123384.36,156267.18,154204.46,193373.93,13,146,141478.75,176831.73,177468.32,230614.41,13,146,11.80057%,14.44020%,14.63943%,20.47328%,,,,
ADU-T1,ADU,T,1,T1,15,150,40046.47,53409.60,52752.66,52951.77,11,78,41444.58,55267.06,55753.41,55447.47,9,84,3.84710%,3.67163%,3.96622%,4.68598%,,,,
